state;policy_target;value_target
[0, 0, 0, 3, 2, 2, 0, 0, 0, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3, 5, 3, 2, 5, 2, 2, 5, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3, 1, 0, 1, 4, 0, 4, 4, 0, 4, 5, 5, 5, 1, 4, 4, 5, 5, 5];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.7071067811865475
[4, 4, 1, 0, 0, 0, 0, 0, 0, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3, 3, 0, 2, 2, 0, 2, 2, 0, 4, 3, 3, 4, 3, 3, 4, 3, 3, 5, 1, 1, 5, 4, 4, 5, 4, 4, 5, 5, 5, 5, 5, 5, 2, 2, 3];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0];0.7071067811865475
[0, 0, 2, 0, 0, 1, 0, 0, 1, 2, 2, 5, 1, 1, 5, 1, 1, 5, 2, 2, 3, 2, 2, 3, 2, 2, 3, 0, 4, 4, 0, 3, 3, 0, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4, 4, 5, 5, 3, 5, 5, 3, 5, 5, 4];[0.03225806451612903, 0.03225806451612903, 0.03225806451612903, 0.03225806451612903, 0.03225806451612903, 0.03225806451612903, 0.03225806451612903, 0.7096774193548387, 0.03225806451612903, 0.03225806451612903, 0.03225806451612903, 0.03225806451612903, 0.03225806451612903, 0.03225806451612903, 0.03225806451612903, 0.03225806451612903, 0.03225806451612903, 0.03225806451612903];0.7071067811865475
[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5];[0.045454545454545456, 0.09090909090909091, 0.045454545454545456, 0.045454545454545456, 0.11363636363636363, 0.045454545454545456, 0.11363636363636363, 0.06818181818181818, 0.045454545454545456, 0.18181818181818182, 0.09090909090909091, 0.06818181818181818, 0.06818181818181818, 0.045454545454545456, 0.1590909090909091, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456];1.0
[0, 0, 3, 0, 0, 3, 0, 0, 4, 2, 2, 0, 1, 1, 0, 1, 1, 0, 3, 2, 2, 3, 2, 2, 3, 2, 2, 5, 4, 4, 5, 3, 3, 5, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4, 4, 5, 5, 2, 5, 5, 1, 5, 5, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666];0.7071067811865475
[0, 0, 2, 0, 0, 1, 0, 0, 1, 2, 2, 5, 1, 1, 5, 1, 1, 5, 2, 2, 3, 2, 2, 3, 2, 2, 3, 0, 4, 4, 0, 3, 3, 0, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4, 4, 5, 5, 3, 5, 5, 3, 5, 5, 4];[0.0, 0.4, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.7071067811865475
[0, 3, 0, 0, 3, 0, 0, 4, 0, 2, 0, 2, 1, 0, 1, 1, 0, 1, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4, 5, 4, 3, 5, 3, 3, 5, 3, 1, 1, 1, 4, 4, 4, 4, 4, 4, 5, 2, 5, 5, 1, 5, 5, 1, 5];[0.0, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.25, 0.0];0.7071067811865475
[0, 0, 0, 0, 0, 0, 3, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 5, 3, 3, 5, 2, 2, 5, 2, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3, 1, 1, 0, 4, 4, 0, 4, 4, 0, 1, 4, 4, 5, 5, 5, 5, 5, 5];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5];0.7071067811865475
[4, 4, 1, 0, 0, 0, 0, 0, 0, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3, 3, 0, 2, 2, 0, 2, 2, 0, 4, 3, 3, 4, 3, 3, 4, 3, 3, 5, 1, 1, 5, 4, 4, 5, 4, 4, 5, 5, 5, 5, 5, 5, 2, 2, 3];[0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0];0.7071067811865475
[3, 0, 0, 3, 0, 0, 4, 0, 0, 0, 2, 2, 0, 1, 1, 0, 1, 1, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4, 4, 5, 3, 3, 5, 3, 3, 5, 4, 4, 1, 4, 4, 1, 4, 4, 1, 2, 5, 5, 1, 5, 5, 1, 5, 5];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.7071067811865475
[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 1, 1, 1, 4, 4, 4, 3, 3, 3, 2, 2, 2, 1, 1, 1, 4, 4, 4, 3, 3, 3, 2, 2, 2, 1, 1, 1, 4, 4, 4, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.7071067811865475
[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 4, 4, 4, 1, 1, 1, 3, 3, 3, 1, 1, 1, 2, 2, 2, 4, 4, 4, 2, 2, 2, 3, 3, 3, 1, 1, 1, 3, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5];[0.0, 0.0, 0.2857142857142857, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0, 0.0, 0.2857142857142857];0.7071067811865475
[2, 0, 0, 1, 0, 0, 1, 0, 0, 5, 2, 2, 5, 1, 1, 5, 1, 1, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4, 4, 0, 3, 3, 0, 3, 3, 0, 1, 4, 4, 1, 4, 4, 1, 4, 4, 3, 5, 5, 3, 5, 5, 4, 5, 5];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5];0.7071067811865475
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5];[0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333];0.7071067811865475
[0, 0, 0, 0, 0, 0, 3, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 5, 3, 3, 5, 2, 2, 5, 2, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3, 1, 1, 0, 4, 4, 0, 4, 4, 0, 1, 4, 4, 5, 5, 5, 5, 5, 5];[0.6470588235294118, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098, 0.0392156862745098];0.7071067811865475
[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5];[0.06060606060606061, 0.12121212121212122, 0.06060606060606061, 0.18181818181818182, 0.06060606060606061, 0.06060606060606061, 0.18181818181818182, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.12121212121212122, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061];1.0
[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 1, 1, 1, 4, 4, 4, 3, 3, 3, 2, 2, 2, 1, 1, 1, 4, 4, 4, 3, 3, 3, 2, 2, 2, 1, 1, 1, 4, 4, 4, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5];[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.7071067811865475
[0, 0, 0, 3, 2, 2, 0, 0, 0, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3, 5, 3, 2, 5, 2, 2, 5, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3, 1, 0, 1, 4, 0, 4, 4, 0, 4, 5, 5, 5, 1, 4, 4, 5, 5, 5];[0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333];0.7071067811865475
[0, 0, 2, 0, 0, 1, 0, 0, 1, 2, 2, 5, 1, 1, 5, 1, 1, 5, 2, 2, 3, 2, 2, 3, 2, 2, 3, 0, 4, 4, 0, 3, 3, 0, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4, 4, 5, 5, 3, 5, 5, 3, 5, 5, 4];[0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333];0.7071067811865475
[0, 0, 0, 0, 0, 0, 3, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 5, 3, 3, 5, 2, 2, 5, 2, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3, 1, 1, 0, 4, 4, 0, 4, 4, 0, 1, 4, 4, 5, 5, 5, 5, 5, 5];[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.7071067811865475
[3, 0, 0, 3, 0, 0, 4, 0, 0, 0, 2, 2, 0, 1, 1, 0, 1, 1, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4, 4, 5, 3, 3, 5, 3, 3, 5, 4, 4, 1, 4, 4, 1, 4, 4, 1, 2, 5, 5, 1, 5, 5, 1, 5, 5];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0];0.7071067811865475
[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 1, 1, 1, 2, 2, 2, 3, 3, 3, 2, 2, 2, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 1, 1, 1, 4, 4, 4, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5];[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.13636363636363635, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.13636363636363635, 0.09090909090909091];0.7071067811865475
[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0];1.0
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];1.0
[0, 2, 0, 0, 1, 0, 0, 1, 0, 2, 5, 2, 1, 5, 1, 1, 5, 1, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4, 0, 4, 3, 0, 3, 3, 0, 3, 1, 1, 1, 4, 4, 4, 4, 4, 4, 5, 3, 5, 5, 3, 5, 5, 4, 5];[0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.21739130434782608, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043];0.7071067811865475
[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.4, 0.0];1.0
[0, 0, 0, 4, 4, 1, 0, 0, 0, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3, 0, 3, 2, 0, 2, 2, 0, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3, 1, 5, 1, 4, 5, 4, 4, 5, 4, 5, 5, 5, 2, 2, 3, 5, 5, 5];[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1];0.7071067811865475
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5];[0.2253968253968254, 0.006349206349206349, 0.006349206349206349, 0.006349206349206349, 0.006349206349206349, 0.11746031746031746, 0.006349206349206349, 0.006349206349206349, 0.006349206349206349, 0.006349206349206349, 0.09523809523809523, 0.06984126984126984, 0.006349206349206349, 0.050793650793650794, 0.047619047619047616, 0.006349206349206349, 0.1492063492063492, 0.23174603174603176];1.0
[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 3, 3, 3, 2, 2, 2, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5];[0.0425531914893617, 0.0425531914893617, 0.0425531914893617, 0.0425531914893617, 0.0425531914893617, 0.0425531914893617, 0.0425531914893617, 0.0425531914893617, 0.0425531914893617, 0.0425531914893617, 0.0425531914893617, 0.0425531914893617, 0.3404255319148936, 0.0425531914893617, 0.0425531914893617, 0.0425531914893617, 0.0425531914893617, 0.3191489361702128];0.7071067811865475
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5];[0.13333333333333333, 0.13333333333333333, 0.0, 0.0, 0.0, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.0, 0.0, 0.13333333333333333, 0.13333333333333333];1.0
[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5];[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.0, 0.125, 0.125, 0.125, 0.125, 0.0, 0.125, 0.125, 0.0, 0.125, 0.0];1.0
